year,province,career_path_name,earnedIncome,prov_tax_amt,fed_tax_amt,tax_amt,current_endevor,afterTaxIncome,afterTaxAndCostsIncome,amtSavedThisYear,expenditureBias,Housing,Food,Transportation,educationCost,totalLivingCosts,contributions,investment_low,investment_avg,investment_high,investment_developTradingBot,yrs_Programming & Software Development,yrs_Version Control (Git),yrs_System Design & Architecture,yrs_Agile & DevOps Practices,yrs_Network Security,yrs_Security Monitoring & SIEM,yrs_Incident Response,yrs_Threat Analysis & Intelligence,yrs_Vulnerability Assessment,yrs_IT Consulting & Client Engagement,yrs_Business Process Analysis,yrs_Project Management,yrs_Enterprise Systems & ERP,yrs_PLC & Control System Programming,yrs_Instrumentation Calibration & Maintenance,yrs_Process Control & SCADA,yrs_Electrical Systems & Wiring,yrs_Industrial Cybersecurity,yrs_OT/IT Network Integration,yrs_Risk Assessment & Compliance (OT)
2064,Manitoba,Cybersecurity Focus with Education,489420.69469757227,79592.70087737757,135484.87925019884,215077.58012757642,Industrial Cybersecurity Analyst,274343.11456999584,160693.17848652607,160693.17848652607,0.0,61255.625615316065,29886.895407890504,22507.41506026322,0.0,113649.93608346979,160693.17848652607,4627880.683452687,9642346.331155697,22432973.539079465,391949329.22329324,10,0,0,0,39,39,17,17,17,0,0,0,0,22,0,22,0,28,28,28
2065,Manitoba,Cybersecurity Focus with Education,514185.3818492694,83901.75644177287,143657.2260102589,227558.98245203175,Industrial Cybersecurity Analyst,286626.39939723763,168954.4089751106,168954.4089751106,0.0,63705.850639928714,30783.502270127217,23182.637512071116,0.0,117671.99042212704,168954.4089751106,5028229.126600432,10775535.37324638,25966873.978916492,509703082.39925635,10,0,0,0,40,40,17,17,17,0,0,0,0,23,0,23,0,29,29,29
2066,Manitoba,Cybersecurity Focus with Education,540203.1621708424,88428.85021772658,152243.093516378,240671.94373410457,Industrial Cybersecurity Analyst,299531.21843673784,177692.0097955477,177692.0097955477,0.0,66254.08466552586,31707.007338231033,23878.11663743325,0.0,121839.20864119014,177692.0097955477,5457332.5927260015,12030780.920366567,30039597.08554951,662791699.1288288,10,0,0,0,41,41,17,17,17,0,0,0,0,24,0,24,0,30,30,30
2067,Manitoba,Cybersecurity Focus with Education,567537.4421766871,93185.01493874354,161263.40591830673,254448.42085705028,Industrial Cybersecurity Analyst,313089.0213196368,186932.09557255567,186932.09557255567,0.0,68904.2480521469,32658.217558377968,24594.46013655625,0.0,126156.92574708111,186932.09557255567,5917131.317934858,13420791.10797578,34732468.74395449,861816140.96305,10,0,0,0,42,42,17,17,17,0,0,0,0,25,0,25,0,31,31,31
2068,Manitoba,Cybersecurity Focus with Education,596254.8367508274,98181.84159464396,170740.14612777304,268921.987722417,Industrial Cybersecurity Analyst,327332.8490284104,196702.17302839537,196702.17302839537,0.0,71660.41797423278,33637.96408512931,25332.293940652933,0.0,130630.67600001502,196702.17302839537,6409690.056859996,14959572.391801752,40139041.22857605,1120557685.4249935,10,0,0,0,43,43,17,17,17,0,0,0,0,26,0,26,0,32,32,32
2069,Manitoba,Cybersecurity Focus with Education,626425.3314904192,103431.50767933294,180696.40939183836,284127.9170711713,Industrial Cybersecurity Analyst,342297.41441924794,207031.21395949012,207031.21395949012,0.0,74526.8346932021,34647.10300768319,26092.262758872526,0.0,135266.20045975782,207031.21395949012,6937205.773662486,16662560.84494142,46366928.62682194,1456932022.2664511,10,0,0,0,44,44,17,17,17,0,0,0,0,27,0,27,0,33,33,33
2070,Manitoba,Cybersecurity Focus with Education,658122.4532638345,108946.80686790719,191156.45957706537,300103.26644497254,Industrial Cybersecurity Analyst,358019.1868188619,217949.73199837934,217949.73199837934,0.0,77507.90808093018,35686.516097913685,26875.030641638703,0.0,140069.45482048258,217949.73199837934,7502015.79434399,18546766.661433943,53539917.65284361,1894229578.678385,10,0,0,0,45,45,17,17,17,0,0,0,0,28,0,28,0,34,34,34
2071,Manitoba,Cybersecurity Focus with Education,691423.4493989843,114741.18019542327,202145.7883016648,316886.96849708806,Industrial Cybersecurity Analyst,374536.48090189626,229489.86335598992,229489.86335598992,0.0,80608.22440416738,36757.111580851095,27681.28156088786,0.0,145046.61754590634,229489.86335598992,8106606.44741718,20630933.190933328,61800395.164126135,2462727942.1452565,10,0,0,0,46,46,17,17,17,0,0,0,0,29,0,29,0,35,35,35
2072,Manitoba,Cybersecurity Focus with Education,726409.4759385731,120828.74881331171,213691.17705972912,334519.9258730408,Industrial Cybersecurity Analyst,391889.5500655323,241685.4517492071,241685.4517492071,0.0,83832.55338033408,37859.824928276634,28511.720007714495,0.0,150204.09831632522,241685.4517492071,8753622.221537247,22935711.96177587,71312139.89049426,3201788010.240583,10,0,0,0,47,47,17,17,17,0,0,0,0,30,0,30,0,36,36,36
2073,Manitoba,Cybersecurity Focus with Education,763165.7954210648,127224.34840326528,225820.76248895138,353045.1108922167,Industrial Cybersecurity Analyst,410120.68452884816,254572.13772922984,254572.13772922984,0.0,87185.85551554746,38995.61967612493,29367.071607945934,0.0,155548.5467996183,254572.13772922984,9445875.47034334,25483855.29568269,82263533.01179762,4162578985.450487,10,0,0,0,48,48,17,17,17,0,0,0,0,31,0,31,0,37,37,37
2074,Manitoba,Cybersecurity Focus with Education,801781.9846693706,133943.56533247046,238564.1049408923,372507.6702733628,Industrial Cybersecurity Analyst,429274.3143960078,268187.4526372455,268187.4526372455,0.0,90673.28973616935,40165.488266408676,30248.083756184315,0.0,161086.86175876233,268187.4526372455,10186356.696497753,28300428.277888205,94871250.4162045,5411620868.538271,10,0,0,0,49,49,17,17,17,0,0,0,0,32,0,32,0,38,38,38
2075,Manitoba,Cybersecurity Focus with Education,842352.1530936408,141002.7746382935,251952.26052090147,392955.03515919496,Industrial Cybersecurity Analyst,449397.11793444585,282570.9174255589,282570.9174255589,0.0,94300.22132561613,41370.452914400936,31155.526268869842,0.0,166826.20050888692,282570.9174255589,10978245.448748201,31413042.023102585,109384508.89606072,7035389700.017178,10,0,0,0,50,50,17,17,17,0,0,0,0,33,0,33,0,39,39,39
2026,New Brunswick,Cybersecurity Focus,44000.0,4136.0,6160.000000000001,10296.0,SOC Level 1 Analyst,33704.0,5384.0,5384.0,0.0,12000.0,9360.0,6960.0,0.0,28320.0,5384.0,5384.0,5384.0,5384.0,5384.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2027,New Brunswick,Cybersecurity Focus,46226.4,4345.2816,6471.696000000001,10816.977600000002,SOC Level 1 Analyst,35409.422399999996,6059.822399999997,6059.822399999997,0.0,12540.0,9640.8,7168.799999999999,0.0,29349.6,6059.822399999997,11713.022399999998,11982.222399999999,12251.422399999996,13059.022399999998,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2028,New Brunswick,Cybersecurity Focus,48565.455839999995,4565.15284896,6799.1638176,11364.31666656,SOC Level 1 Analyst,37201.139173439995,6782.951173439997,6782.951173439997,0.0,13104.3,9930.024,7383.864,0.0,30418.188,6782.951173439997,19081.624693439997,19963.395813439995,20872.08693343999,23759.680293439993,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
2029,New Brunswick,Cybersecurity Focus,51022.867905504,4796.149583117376,7143.201506770561,11939.351089887936,SOC Level 1 Analyst,39083.516815616065,7556.21867561607,7556.21867561607,0.0,13693.993499999997,10227.924719999999,7605.379919999999,0.0,31527.298139999995,7556.21867561607,27591.924603728068,29515.954070400065,31559.118649072057,38443.803057088066,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0
2030,New Brunswick,Cybersecurity Focus,75533.78980305443,8167.41257242762,11680.431909626159,19847.844482053777,SOC Level 2 Analyst,55685.945321000654,23007.418334300655,23007.418334300655,0.0,14310.223207499996,10534.762461600001,7833.541317600001,0.0,32678.5269867,23007.418334300655,51978.93916821513,55474.96781174073,59300.404780733516,72984.36230851515,1,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
2031,New Brunswick,Cybersecurity Focus,79355.79956708898,8702.493939392458,12463.943911253242,21166.4378506457,SOC Level 2 Analyst,58189.36171644328,24315.82557202979,24315.82557202979,0.0,14954.183251837494,10850.805335448,8068.547557128,0.0,33873.53614441349,24315.82557202979,78893.71169865568,85338.2901649446,92511.29106987333,119195.49657309949,2,0,0,0,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
2032,New Brunswick,Cybersecurity Focus,83371.20302518368,9264.650423525716,13287.101620162655,22551.75204368837,SOC Level 2 Analyst,60819.45098149531,25705.396003971844,25705.396003971844,0.0,15627.121498170183,11176.329495511442,8310.60398384184,0.0,35114.05497752347,25705.396003971844,108543.79328756031,119577.51518541091,132093.38073432617,180659.54154900118,3,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0
2033,New Brunswick,Cybersecurity Focus,87589.78589825798,9855.252025756117,14151.911109142886,24007.163134899005,SOC Level 2 Analyst,63582.62276335897,27180.73931403725,27180.73931403725,0.0,16330.341965587839,11511.619380376786,8559.922103357096,0.0,36401.88344932172,27180.73931403725,141151.72226597558,158716.00601798928,179088.12715851233,262038.1433277388,4,0,0,0,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0
2034,New Brunswick,Cybersecurity Focus,92021.82906470983,10475.738069059378,15060.479958265518,25536.218027324896,SOC Level 2 Analyst,66485.61103738494,28746.715955099746,28746.715955099746,0.0,17065.20735403929,11856.96796178809,8816.719766457809,0.0,37738.89508228519,28746.715955099746,176956.02433437412,203334.32257488795,234698.0621873889,369396.3022811602,5,0,0,0,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0
2035,New Brunswick,Cybersecurity Focus,96678.13361538414,11127.620706153779,16015.02239115375,27142.64309730753,SOC Level 2 Analyst,69535.4905180766,30408.45047301227,30408.45047301227,0.0,17833.141684971055,12212.677000641732,9081.221359451545,0.0,39127.040045064336,30408.45047301227,216212.2760241051,254076.205305389,300311.22198850947,510623.64343852055,6,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0
2036,New Brunswick,Cybersecurity Focus,101570.04717632258,11812.48860468516,17017.86467114613,28830.35327583129,SOC Level 2 Analyst,72739.69390049129,32171.345528800462,32171.345528800462,0.0,18635.633060794753,12579.057310660983,9353.65800023509,0.0,40568.34837169082,32171.345528800462,259194.23535411083,311655.17136472836,377529.2508155863,695982.0819988772,7,0,0,0,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0
2037,New Brunswick,Cybersecurity Focus,123920.69988012909,15326.673980820655,21977.911968833563,37304.58594965422,Industrial Cybersecurity Analyst,86616.11393047488,44551.18061172141,44551.18061172141,0.0,19474.236548530516,12956.429029980813,9634.267740242143,0.0,42064.93331875347,44551.18061172141,316705.1277335378,387371.86911292264,478709.8190496456,949327.8872102618,7,0,0,0,12,12,11,11,11,0,0,0,0,1,0,1,0,1,1,1
2038,New Brunswick,Cybersecurity Focus,130191.08729406362,16329.93596705018,23608.21269645654,39938.14866350672,Industrial Cybersecurity Analyst,90252.93863055689,46633.94376401286,46633.94376401286,0.0,20350.577193214387,13345.121900880236,9923.295772449408,0.0,43618.99486654403,46633.94376401286,379174.3278842276,472742.99978822784,597150.2356711053,1280760.197137353,7,0,0,0,13,13,11,11,11,0,0,0,0,2,0,2,0,2,2,2
2039,New Brunswick,Cybersecurity Focus,136778.75631114325,17383.96300978292,25321.006640897245,42704.96965068017,Industrial Cybersecurity Analyst,94073.78666046308,48840.96329002451,48840.96329002451,0.0,21266.35316690903,13745.475557906648,10220.994645622892,0.0,45232.82337043857,48840.96329002451,446974.0075684635,568858.2630570752,735563.7343117957,1713829.2195685834,7,0,0,0,14,14,11,11,11,0,0,0,0,3,0,3,0,3,3,3
2040,New Brunswick,Cybersecurity Focus,143699.7613804871,18491.323820877937,27120.467958926645,45611.79177980458,Industrial Cybersecurity Analyst,98087.96960068251,51179.16623162715,51179.16623162715,0.0,22223.339059419937,14157.839824643848,10527.624484991578,0.0,46908.803369055364,51179.16623162715,520501.8741785139,676923.2555944099,897077.4606901921,2279157.1516707856,7,0,0,0,15,15,11,11,11,0,0,0,0,4,0,4,0,4,4,4
2041,New Brunswick,Cybersecurity Focus,150970.96930633974,19654.71708901436,29010.982019648334,48665.699108662695,Industrial Cybersecurity Analyst,102305.27019767705,53655.852641658734,53655.852641658734,0.0,23223.38931709383,14582.575019383159,10843.453219541325,0.0,48649.417556018314,53655.852641658734,600182.8205290984,798271.4337955096,1085294.9324353794,3016560.1498136804,7,0,0,0,16,16,11,11,11,0,0,0,0,5,0,5,0,5,5,5
2042,New Brunswick,Cybersecurity Focus,158610.1003532405,20876.97805651848,30997.15609184253,51874.134148361016,Industrial Cybersecurity Analyst,106735.96620487949,56278.71528242421,56278.71528242421,0.0,24268.441836363054,15020.052269964657,11168.756816127567,0.0,50457.25092245528,56278.71528242421,686470.6768379776,934377.2924574849,1304367.8875831102,3977806.910040209,7,0,0,0,17,17,11,11,11,0,0,0,0,6,0,6,0,6,6,6
2043,New Brunswick,Cybersecurity Focus,166635.7714311145,22161.08542897832,33083.83057208977,55244.91600106809,Industrial Cybersecurity Analyst,111390.8554300464,59055.86035237202,59055.86035237202,0.0,25360.521718999393,15470.653838063596,11503.819520611392,0.0,52334.99507767438,59055.86035237202,779850.0710322486,1086870.8820556055,1559078.9310729487,5230204.843404644,7,0,0,0,18,18,11,11,11,0,0,0,0,7,0,7,0,7,7,7
2044,New Brunswick,Cybersecurity Focus,175067.54146552886,23510.168634484617,35276.09078103751,58786.25941552212,Industrial Cybersecurity Analyst,116281.28205000673,61995.829294217125,61995.829294217125,0.0,26501.745196354364,15934.773453205506,11848.934106229735,0.0,54285.45275578961,61995.829294217125,880838.4038780782,1257553.7995553832,1854936.6000281079,6861262.125720254,7,0,0,0,19,19,11,11,11,0,0,0,0,8,0,8,0,8,8,8
2045,New Brunswick,Cybersecurity Focus,183925.95906368463,24927.51545018954,37653.85812846854,62581.37357865808,Industrial Cybersecurity Analyst,121344.58548502655,65033.04296861794,65033.04296861794,0.0,27694.323730190306,16412.81665680167,12204.402129416627,0.0,56311.542516408605,65033.04296861794,989913.3670406002,1448342.2224795395,2198210.1330009415,8984673.806404948,7,0,0,0,20,20,11,11,11,0,0,0,0,9,0,9,0,9,9,9
2046,New Brunswick,Cybersecurity Focus,193232.61259230706,26416.580014769133,40352.787651769046,66769.36766653818,Industrial Cybersecurity Analyst,126463.24492576889,68046.94127791518,68046.94127791518,0.0,28940.56829804887,16905.201156505722,12570.534193299125,0.0,58416.30364785372,68046.94127791518,1107455.9766705455,1661223.3860054086,2595988.594228998,11748122.889604349,7,0,0,0,21,21,11,11,11,0,0,0,0,10,0,10,0,10,10,10
2047,New Brunswick,Cybersecurity Focus,203010.1827894778,28301.212643948176,43188.283008948565,71489.49565289675,Industrial Cybersecurity Analyst,131520.68713658105,70917.78585482099,70917.78585482099,0.0,30242.893871461063,17412.357191200892,12947.650219098101,0.0,60602.90128176006,70917.78585482099,1233746.561358894,1898263.5104607707,3056304.6692181686,15343477.542340474,7,0,0,0,22,22,11,11,11,0,0,0,0,11,0,11,0,11,11,11
2048,New Brunswick,Cybersecurity Focus,213282.49803862537,30304.31411753195,46167.254431201356,76471.56854873331,Industrial Cybersecurity Analyst,136810.92948989206,73936.29776160727,73936.29776160727,0.0,31603.824095676813,17934.72790693692,13336.079725671045,0.0,62874.63172828478,73936.29776160727,1369370.187188446,2162026.159268455,3588686.667362501,20020457.102804225,7,0,0,0,23,23,11,11,11,0,0,0,0,12,0,12,0,12,12,12
2049,New Brunswick,Cybersecurity Focus,224074.5924393798,32408.772525679065,49296.96180742014,81705.73433309922,Industrial Cybersecurity Analyst,142368.8581062806,77133.93006471213,77133.93006471213,0.0,33025.99617998226,18472.76974414503,13736.162117441178,0.0,65234.92804156847,77133.93006471213,1514972.6266125806,2455362.705260013,4204123.597531588,26103728.163710207,7,0,0,0,24,24,11,11,11,0,0,0,0,13,0,13,0,13,13,13
2050,New Brunswick,Cybersecurity Focus,235412.76681681242,34619.71652927843,52585.0323768756,87204.74890615403,Industrial Cybersecurity Analyst,148208.01791065838,80520.65208514313,80520.65208514313,0.0,34512.16600808146,19026.95283646938,14148.246980964414,0.0,67687.36582551525,80520.65208514313,1671241.9100283529,2781419.627871158,4915262.789246469,34015367.26490841,7,0,0,0,25,25,11,11,11,0,0,0,0,14,0,14,0,14,14,14
2051,New Brunswick,Cybersecurity Focus,247324.65281774313,36942.53429945991,56039.47931714551,92982.01361660543,Industrial Cybersecurity Analyst,154342.6392011377,84106.96991073577,84106.96991073577,0.0,36065.21347844513,19597.76142156346,14572.694390393342,0.0,70235.66929040193,84106.96991073577,1838910.9754405064,3143668.5605690097,5736659.177544175,44304084.41429167,7,0,0,0,26,26,11,11,11,0,0,0,0,15,0,15,0,15,15,15
2052,New Brunswick,Cybersecurity Focus,259839.2802503209,39382.88664881258,59723.012482605904,99105.89913141848,Industrial Cybersecurity Analyst,160733.3811189024,87849.66354761175,87849.66354761175,0.0,37688.14808497515,20185.694264210368,15009.875222105144,0.0,72883.71757129066,87849.66354761175,2018706.1877601435,3545885.0801735227,6685007.717723412,57683159.40212679,7,0,0,0,27,27,11,11,11,0,0,0,0,16,0,16,0,16,16,16
2053,New Brunswick,Cybersecurity Focus,272987.1478309872,41946.7208270425,64061.80878422577,106008.52961126827,Industrial Cybersecurity Analyst,166978.61821971892,91343.0669000149,91343.0669000149,0.0,39384.11474879904,20791.26509213668,15460.171478768301,0.0,75635.55131970401,91343.0669000149,2210984.5640481655,3991816.6550908904,7779101.942281938,75079450.28966485,7,0,0,0,28,28,11,11,11,0,0,0,0,17,0,17,0,17,17,17
2054,New Brunswick,Cybersecurity Focus,286800.2975112351,44640.285014690846,68620.14817870759,113260.43319339844,Industrial Cybersecurity Analyst,173539.86431783668,95044.48473730957,95044.48473730957,0.0,41156.399912494984,21415.00304490078,15923.976623131352,0.0,78495.37958052711,95044.48473730957,2416578.2769878833,4486042.805337289,9041011.718361536,97698329.86130162,7,0,0,0,29,29,11,11,11,0,0,0,0,18,0,18,0,18,18,18
2055,New Brunswick,Cybersecurity Focus,301312.3925653036,47470.14355023421,73409.13954655018,120879.28309678439,Industrial Cybersecurity Analyst,180433.10946851922,98965.52250188886,98965.52250188886,0.0,43008.437908557265,22057.453136247805,16401.69592182529,0.0,81467.58696663036,98965.52250188886,2636372.7133391663,5033612.608372907,10496128.998617655,127106794.34219399,7,0,0,0,30,30,11,11,11,0,0,0,0,19,0,19,0,19,19,19
2056,New Brunswick,Cybersecurity Focus,316558.79962910793,50443.19292767605,78440.45387760561,128883.64680528166,Industrial Cybersecurity Analyst,187675.15282382627,103118.41167956864,103118.41167956864,0.0,44943.817614442334,22719.17673033524,16893.74679948005,0.0,84556.74114425763,103118.41167956864,2871309.7606856935,5640092.280889767,12173666.76008987,165341951.05653176,7,0,0,0,31,31,11,11,11,0,0,0,0,20,0,20,0,20,20,20
2057,New Brunswick,Cybersecurity Focus,332576.67489034083,53566.67860361647,83726.35271381248,137293.03131742895,Industrial Cybersecurity Analyst,195283.64357291188,107516.0429301099,107516.0429301099,0.0,46966.289407092234,23400.752032245295,17400.55920346445,0.0,87767.60064280198,107516.0429301099,3122391.291650088,6311617.551908854,14107232.81703346,215052052.41642138,7,0,0,0,32,32,11,11,11,0,0,0,0,21,0,21,0,21,21,21
2058,New Brunswick,Cybersecurity Focus,349405.05463979207,56848.21265475945,89279.71803113139,146127.93068589084,Industrial Cybersecurity Analyst,203277.12395390123,112172.00095070881,112172.00095070881,0.0,49079.77243041139,24102.774593212656,17922.575979568384,0.0,91105.12300319242,112172.00095070881,3390682.8571833014,7054951.308050449,16335489.740539188,279679840.1422985,7,0,0,0,33,33,11,11,11,0,0,0,0,22,0,22,0,22,22,22
2059,New Brunswick,Cybersecurity Focus,367084.95040456555,60295.79232889029,95114.08363350664,155409.87596239694,Industrial Cybersecurity Analyst,211675.0744421686,117100.60116242424,117100.60116242424,0.0,51288.362189779895,24825.857831009034,18460.25325895544,0.0,94574.47327974437,117100.60116242424,3677317.6012048908,7877547.040017919,18902913.802782487,363700892.7861505,7,0,0,0,34,34,11,11,11,0,0,0,0,23,0,23,0,23,23,23
